Year, Month, Day,     Extent,Ice_Concentration_Percent,Surface_Temperature (in Celsius)
1989,12,17,13.337,,-38.42
1989,12,18,13.468,62.64,
1989,12,19,13.521,59.14,
1989,12,20,13.555,24.81,3.58
1989,12,21,13.575,17.16,-22.02
1989,12,22,13.564,98.04,-19.99
1989,12,23,13.655,85.8,-9.69
1989,12,24,13.746,91.23,-15.93
1989,12,25,13.758,81.28,-5.68
1989,12,26,13.771,40.39,-4.53
1989,12,27,13.768,93.32,
1989,12,28,13.889,17.6,-17.52
1989,12,29,13.88,46.37,-38.97
1989,12,30,13.927,86.69,-8.78
1989,12,31,14.099,83.48,-7.88
1990,1,1,14.319,0.44,4.26
1990,1,2,14.384,69.88,-25.12
1990,1,3,14.283,,
1990,1,4,14.321,28.22,2.99
1990,1,5,14.303,93.96,-26.28
1990,1,6,14.407,,
1990,1,7,14.497,64.94,-6.08
1990,1,8,14.54,,3.93
1990,1,9,14.623,21.03,-16.61
1990,1,10,14.663,99.92,-37.47
1990,1,11,14.66,,-20.21
1990,1,12,14.716,,-31.84
1990,1,13,14.685,,
1990,1,14,14.74,5.84,
1990,1,15,14.728,,-24.58
1990,1,16,14.671,23.41,3.14
1990,1,17,14.741,98.31,0.55
1990,1,18,14.899,58.22,-2.73
1990,1,19,14.959,22.91,
1990,1,20,15.004,58.47,-20.2
1990,1,21,14.977,29.73,-11.22
1990,1,22,15.018,7.17,-8.5
1990,1,23,15.023,,-37.14
1990,1,24,14.983,94.36,-33.36
1990,1,25,15.021,32.01,-28.57
1990,1,26,15.194,54.61,-35.92
1990,1,27,15.074,,
1990,1,28,15.083,40.26,0.68
1990,1,29,15.17,19.52,-14.09
1990,1,30,15.257,,-25.72
1990,1,31,15.318,95.57,
1990,2,1,15.351,95.28,-6.78
1990,2,2,15.39,98.04,-29.9
1990,2,3,15.383,,
1990,2,4,15.36,33.9,-2.98
1990,2,5,15.38,46.7,-8.7
1990,2,6,15.277,51.7,-29.52
1990,2,7,15.311,50.28,-8.94
1990,2,8,15.369,73.44,-10.45
1990,2,9,15.404,15.78,-32.96
1990,2,10,15.598,18.78,0.26
1990,2,11,15.627,63.11,-17.19
1990,2,12,15.527,54.35,-18.44
1990,2,13,15.433,20.38,-19.07
1990,2,14,15.433,45.87,1.73
1990,2,15,15.445,16.17,-17.56
1990,2,16,15.539,84.09,-3.82
1990,2,17,15.612,37.64,-32.99
1990,2,18,15.64,,
1990,2,19,15.658,77.37,-35.19
1990,2,20,15.753,36.47,
1990,2,21,15.678,48.56,-2.19
1990,2,22,15.681,,-36.89
1990,2,23,15.705,68.07,-2.71
1990,2,24,15.79,62.06,
1990,2,25,15.842,79.04,-8.33
1990,2,26,15.938,6.17,-26.75
1990,2,27,16.022,58.49,-36.46
1990,2,28,16.044,32.6,-37.75
1990,3,1,16.021,62.89,-19.25
1990,3,2,16.058,43,-14.61
1990,3,3,16.066,1.35,
1990,3,4,16.084,28.5,-5.44
1990,3,5,16.06,,
1990,3,6,16.001,29.45,-16.4
1990,3,7,15.961,37.07,
1990,3,8,15.992,,-17
1990,3,9,16.083,82.66,
1990,3,10,16.095,53.79,
1990,3,11,16.167,91.03,-30.34
1990,3,12,16.249,,-39.59
1990,3,13,16.2,22.31,-9.37
1990,3,14,16.173,21.2,-6.58
1990,3,15,16.059,8.02,-36.72
1990,3,16,15.98,51.14,-25.11
1990,3,17,15.859,37.3,-23.41
1990,3,18,15.739,12.89,-18.58
1990,3,19,15.715,98.38,-4.73
1990,3,20,15.627,60.31,
1990,3,21,15.683,10.14,-33.45
1990,3,22,15.734,53.45,-16.94
1990,3,23,15.771,82.14,
1990,3,24,15.74,37.96,-9.92
1990,3,25,15.609,28.82,-31.19
1990,3,26,15.564,,0.63
1990,3,27,15.479,53.26,
1990,3,28,15.483,28.51,-1.32
1990,3,29,15.526,30.98,-14.3
1990,3,30,15.54,83.12,
1990,3,31,15.551,67.06,-20.47
1990,4,1,15.533,95.84,2.49
1990,4,2,15.483,68.34,-16.68
1990,4,3,15.551,22.4,-4.7
1990,4,4,15.524,,-16.94
1990,4,5,15.455,49.54,
1990,4,6,15.402,19.91,-11.23
1990,4,7,15.393,,
1990,4,8,15.275,30.62,-23.56
1990,4,9,15.037,,
1990,4,10,14.897,,-36.23
1990,4,11,14.85,,
1990,4,12,14.743,2.23,-19.35
1990,4,13,14.664,30.21,-33.33
1990,4,14,14.673,,-20.46
1990,4,15,14.627,75.12,-28.71
1990,4,16,14.566,98.9,-29.54
1990,4,17,14.384,88.88,
1990,4,18,14.303,,-6.73
1990,4,19,14.247,,-31.14
1990,4,20,14.364,71.9,-27.18
1990,4,21,14.322,,-15.03
1990,4,22,14.268,,-18.19
1990,4,23,14.212,,-18.44
1990,4,24,14.162,38.73,-5.03
1990,4,25,14.051,58.94,-4.6
1990,4,26,14.04,84.69,-16.37
1990,4,27,13.981,71.88,-38.4
1990,4,28,13.85,25.07,-26.15
1990,4,29,13.798,32.83,-10.2
1990,4,30,13.847,,
1990,5,1,13.621,74.21,-12.1
1990,5,2,13.587,83.06,
1990,5,3,13.571,58.09,-4.04
1990,5,4,13.563,34.22,-10.46
1990,5,5,13.6,51.33,-15.51
1990,5,6,13.614,,1.81
1990,5,7,13.609,52.68,-13.51
1990,5,8,13.556,41.83,
1990,5,9,13.502,4.18,-25.56
1990,5,10,13.432,,-38.2
1990,5,11,13.423,0.16,-29.32
1990,5,12,13.419,98.67,-21.93
1990,5,13,13.31,84.05,-10.82
1990,5,14,13.277,22.55,-4.41
1990,5,15,13.284,77.19,-14.88
1990,5,16,13.284,4.6,-30.03
1990,5,17,13.217,3.21,-18.52
1990,5,18,13.218,85.76,-17.84
1990,5,19,13.167,95.98,-26.98
1990,5,20,13.185,75.94,-34.81
1990,5,21,13.155,10.12,-10.27
1990,5,22,13.04,,-33.31
1990,5,23,12.969,11.17,-18.51
1990,5,24,12.972,70.55,2.48
1990,5,25,12.922,14.51,-17.09
1990,5,26,12.871,6.41,-13.58
1990,5,27,12.794,,-1.16
1990,5,28,12.776,32.39,-25.61
1990,5,29,12.753,78.57,
1990,5,30,12.705,91.81,-31.18
1990,5,31,12.605,,4.59
1990,6,1,12.361,84.35,-4.26
1990,6,2,12.258,,-4.57
1990,6,3,12.257,52.51,
1990,6,4,12.16,24.15,-29.04
1990,6,5,12.145,53.68,-4.84
1990,6,6,12.107,60.41,-27.48
1990,6,7,12.056,1,0.07
1990,6,8,12.002,35.69,-1.58
1990,6,9,11.952,,-25.75
1990,6,10,11.927,40.52,3.73
1990,6,11,11.849,31.33,
1990,6,12,11.773,27.51,-27.56
1990,6,13,11.765,69.36,-31.65
1990,6,14,11.751,36.66,
1990,6,15,11.75,,-3.27
1990,6,16,11.682,,-34.86
1990,6,17,11.59,16.5,-10.01
1990,6,18,11.497,80.94,-11.87
1990,6,19,11.487,87.16,-24.26
1990,6,20,11.372,85.32,-31.55
1990,6,21,11.336,58.77,2.69
1990,6,22,11.34,,-11.94
1990,6,23,11.308,,
1990,6,24,11.229,32.94,-0.17
1990,6,25,11.164,89.41,4.53
1990,6,26,11.116,24.6,-22.63
1990,6,27,11.088,43.04,-14.98
1990,6,28,11.049,66.14,-5.71
1990,6,29,10.991,,
1990,6,30,10.855,8.69,-12.46
1990,7,1,10.624,34.86,-32.2
1990,7,2,10.571,,-28.87
1990,7,3,10.49,21.02,3.2
1990,7,4,10.438,14.88,-32.05
1990,7,5,10.328,14.91,-14.22
1990,7,6,10.305,,
1990,7,7,10.21,41.94,-37.1
1990,7,8,10.079,,-15.89
1990,7,9,10.043,,-33.87
1990,7,10,9.881,29.34,-21.19
1990,7,11,9.815,93.42,-38.03
1990,7,12,9.711,2.35,-1.47
1990,7,13,9.599,41.81,-29.67
1990,7,14,9.548,62,2.89
1990,7,15,9.284,81.5,
1990,7,16,9.16,,-5.71
1990,7,17,9.084,28.99,-10.42
1990,7,18,9.04,,-2.39
1990,7,19,8.949,80.51,-14.79
1990,7,20,8.86,23.16,-22.72
1990,7,21,8.813,76.99,-17.43
1990,7,22,8.759,63.58,-6.98
1990,7,23,8.569,68.54,-27.9
1990,7,24,8.451,88.77,
1990,7,25,8.312,46.98,
1990,7,26,8.208,99.78,-8.13
1990,7,27,8.095,83.58,-4.86
1990,7,28,7.912,,-5.64
1990,7,29,7.891,94.69,-37.08
1990,7,30,7.864,26.39,
1990,7,31,7.752,44.21,
1990,8,1,7.686,,-36.58
1990,8,2,7.536,14.35,-3.35
1990,8,3,7.52,83.69,-9.22
1990,8,4,7.505,,-10.08
1990,8,5,7.368,,3.28
1990,8,6,7.307,24.77,-2.98
1990,8,7,7.15,49.63,-1.78
1990,8,8,7.164,45.22,-35.61
1990,8,9,7.098,14.68,-24.2
1990,8,10,7.068,40.49,-22.54
1990,8,11,7.018,0.31,-25.6
1990,8,12,7.007,66.94,-27.49
1990,8,13,6.924,74.33,-9.81
1990,8,14,6.891,33.66,-29.42
1990,8,15,6.861,,
1990,8,16,6.723,85.69,
1990,8,17,6.649,,-16.41
1990,8,18,6.607,,-10.32
1990,8,19,6.6,84.17,
1990,8,20,6.511,31.07,-7.02
1990,8,21,6.564,5.19,-38.87
1990,8,22,6.46,22.31,-16.79
1990,8,23,6.41,94.56,-1.1
1990,8,24,6.359,41.24,-22.28
1990,8,25,6.318,,
1990,8,26,6.274,,1.12
1990,8,27,6.254,55.32,3.4
1990,8,28,6.238,91.7,-4.21
1990,8,29,6.21,40.75,-7.63
1990,8,30,6.231,89.09,-5.37
1990,8,31,6.211,97.46,-5.57
1990,9,1,6.198,42.73,-38.2
1990,9,2,6.191,,-21.04
1990,9,3,6.207,73.11,-33.36
1990,9,4,6.116,69.7,-10.35
1990,9,5,6.141,,-26.57
1990,9,6,6.162,89,-15.78
1990,9,7,6.127,68.45,
1990,9,8,6.161,,-20.64
1990,9,9,6.197,90.28,-36.09
1990,9,10,6.117,19.47,
1990,9,11,6.094,,-36.11
1990,9,12,6.147,59.65,
1990,9,13,6.103,82.78,
1990,9,14,6.111,62.79,
1990,9,15,6.131,35.3,-28.75
1990,9,16,6.089,97.27,-8.07
1990,9,17,6.133,56.45,-8.53
1990,9,18,6.035,98.3,-13.07
1990,9,19,6.031,57.18,-37.47
1990,9,20,6.066,51.94,
1990,9,21,6.011,45.73,-5.34
1990,9,22,6.039,64.54,
1990,9,23,6.074,16.74,
1990,9,24,6.125,54.8,-36.39
1990,9,25,6.141,30.01,-3.04
1990,9,26,6.135,,-12.56
1990,9,27,6.174,,
1990,9,28,6.252,,-11.49
1990,9,29,6.338,83.84,-24
1990,9,30,6.438,73.06,-32.55
1990,10,1,6.626,13.12,-5.2
1990,10,2,6.74,76.79,
1990,10,3,6.879,61.12,-35.75
1990,10,4,7.063,36.1,
1990,10,5,7.172,86.03,2.15
1990,10,6,7.196,18.38,
1990,10,7,7.242,8.94,4.45
1990,10,8,7.294,,-13.13
1990,10,9,7.472,2.02,-28.66
1990,10,10,7.608,22.86,-11.54
1990,10,11,7.692,,2.16
1990,10,12,7.846,83.8,
1990,10,13,7.943,41.35,-1.94
1990,10,14,8.137,48.29,-16.8
1990,10,15,8.409,73.53,
1990,10,16,8.551,38.15,-19.04
1990,10,17,8.722,17.74,-19.88
1990,10,18,8.977,21.05,-31.35
1990,10,19,9.102,25.26,
1990,10,20,9.297,11.58,-28.18
1990,10,21,9.452,16.83,-0.67
1990,10,22,9.549,46.49,-5.31
1990,10,23,9.595,36.04,
1990,10,24,9.579,83.94,-21.6
1990,10,25,9.665,86.87,-33.53
1990,10,26,9.757,,
1990,10,27,9.827,94.35,-33.41
1990,10,28,9.854,43.35,-20.86
1990,10,29,9.878,66.82,-10.22
1990,10,30,9.906,47.14,-7.19
1990,10,31,10.003,52.13,-26.69
1990,11,1,10.155,83.42,
1990,11,2,10.279,39.67,-10.05
1990,11,3,10.317,,-20.18
1990,11,4,10.266,77.02,-38.26
1990,11,5,10.337,62.64,-1.11
1990,11,6,10.396,82.3,1.49
1990,11,7,10.521,0.21,-4.97
1990,11,8,10.643,,-5.91
1990,11,9,10.696,,-19.49
1990,11,10,10.775,23.51,
1990,11,11,10.822,91.48,-1.55
1990,11,12,10.831,69.42,-32.16
1990,11,13,10.928,31.66,-34.34
1990,11,14,10.956,59.91,-2.42
1990,11,15,11.018,9.32,-7.47
1990,11,16,11.105,19.19,-3.88
1990,11,17,11.19,3.33,-24.66
1990,11,18,11.209,73.73,-8.05
1990,11,19,11.248,42.84,4.18
1990,11,20,11.279,12.81,
1990,11,21,11.503,,
1990,11,22,11.529,,
1990,11,23,11.535,35.38,-23.71
1990,11,24,11.557,26.49,-31.57
1990,11,25,11.68,33.17,
1990,11,26,11.689,45.03,-14.56
1990,11,27,11.763,20.74,-39.23
1990,11,28,11.91,10.78,-21.95
1990,11,29,12.056,17.82,-21.39
1990,11,30,12.063,0.07,-14.14
1990,12,1,12.279,16.87,-10.48
1990,12,2,12.422,46.86,
1990,12,3,12.47,32.39,-13.84
1990,12,4,12.548,63.26,0.36
1990,12,5,12.643,,-38.79
1990,12,6,12.653,65.96,4.24
1990,12,7,12.613,55.67,-32.9
1990,12,8,12.683,17.85,-23.87
1990,12,9,12.756,,-6.11
1990,12,10,12.818,51.75,-32.99
1990,12,11,12.845,66.74,-37.77
1990,12,12,12.915,46.27,-33.64
1990,12,13,13.019,65.82,-26.8
1990,12,14,13.106,,
1990,12,15,13.158,51.5,-27.86
1990,12,16,13.226,20.6,
1990,12,17,13.353,98.68,
1990,12,18,13.28,75.26,-28.11
1990,12,19,13.324,,-16.87
1990,12,20,13.417,82.32,
1990,12,21,13.525,27.1,
1990,12,22,13.563,2.56,-29.03
1990,12,23,13.62,64.44,-23.85
1990,12,24,13.62,6.69,-0.95
1990,12,25,13.601,69.28,
1990,12,26,13.541,31.79,-21.47
1990,12,27,13.48,84.19,
1990,12,28,13.432,3.88,
1990,12,29,13.439,53.43,-37.96
1990,12,30,13.437,,-12.39
1990,12,31,13.486,94.32,-10.31
1991,1,1,13.634,28.87,-35.15
1991,1,2,13.831,63.76,-26.4
1991,1,3,13.847,,-26.29
1991,1,4,13.858,60.19,-6.49
1991,1,5,13.872,87.78,-18.42
1991,1,6,13.958,93.56,-36.2
1991,1,7,13.976,77.84,-36.46
1991,1,8,13.985,83.58,-14.23
1991,1,9,14.071,,-30.68
1991,1,10,14.141,8.53,-33.34
1991,1,11,14.205,74.99,-20.09
1991,1,12,14.212,77.06,-23.78
1991,1,13,14.348,4.98,-33.31
1991,1,14,14.346,,-21.15
1991,1,15,14.389,59.85,-5.27
1991,1,16,14.404,75.79,-17.86
1991,1,17,14.468,,
1991,1,18,14.458,27.71,-9.85
1991,1,19,14.561,87.02,-4.85
1991,1,20,14.577,27.89,-38.77
1991,1,21,14.635,33.5,-3.3
1991,1,22,14.642,,
1991,1,23,14.711,48.93,-13.11
1991,1,24,14.715,25.34,
1991,1,25,14.789,43.7,0.45
1991,1,26,14.742,75.62,-29.37
1991,1,27,14.753,55.5,1.15
1991,1,28,14.762,59.55,-17.39
1991,1,29,14.744,6.11,-12.68
1991,1,30,14.813,43.32,-16.35
1991,1,31,14.831,67.88,-12.79
1991,2,1,14.852,10.25,
1991,2,2,14.84,89.6,
1991,2,3,14.86,63.35,-18.17
1991,2,4,14.779,83.76,-23.15
1991,2,5,14.855,39.58,-10.26
1991,2,6,14.849,,-18.72
1991,2,7,14.886,,
1991,2,8,14.955,,-2.01
1991,2,9,15.018,,-20.4
1991,2,10,15.066,,
1991,2,11,15.12,,-21.67
1991,2,12,15.169,31.99,
1991,2,13,15.28,28.96,
1991,2,14,15.347,80.14,-30.58
1991,2,15,15.372,24.55,-26.69
1991,2,16,15.388,,-14.93
1991,2,17,15.412,12.54,-33.7
1991,2,18,15.417,52.28,
1991,2,19,15.499,36.19,-27
1991,2,20,15.56,63.46,
1991,2,21,15.467,,-28.6
1991,2,22,15.459,76.41,
1991,2,23,15.596,52.9,-16.25
1991,2,24,15.575,6.38,-21.04
1991,2,25,15.647,42.7,-18.96
1991,2,26,15.586,,-7.06
1991,2,27,15.6,,-31.26
1991,2,28,15.529,40.85,-20.46
1991,3,1,15.488,,
1991,3,2,15.509,63.94,-14.81
1991,3,3,15.422,84.11,
1991,3,4,15.326,50.94,-36.93
1991,3,5,15.352,75.72,4.02
1991,3,6,15.437,41.42,-18.9
1991,3,7,15.39,,-32.64
1991,3,8,15.51,13.44,
1991,3,9,15.487,0.55,-39.74
1991,3,10,15.472,79.53,1.67
1991,3,11,15.454,28.52,-26.02
1991,3,12,15.436,,-10.67
1991,3,13,15.459,32.18,-33.91
1991,3,14,15.501,,-4.94
1991,3,15,15.472,11.55,-22.17
1991,3,16,15.521,,-18.9
1991,3,17,15.48,18.79,
1991,3,18,15.499,27.92,
1991,3,19,15.536,,-35.94
1991,3,20,15.448,59.5,-4.36
1991,3,21,15.379,79.98,
1991,3,22,15.361,16.07,-2.51
1991,3,23,15.27,43.46,-5.81
1991,3,24,15.325,99.89,-3.77
1991,3,25,15.388,74.29,-2.7
1991,3,26,15.371,9.56,-7.75
1991,3,27,15.221,87.47,
1991,3,28,15.221,34.69,-22.79
1991,3,29,15.282,65,-31.08
1991,3,30,15.432,,-33.66
1991,3,31,15.451,8.65,-29.15
1991,4,1,15.482,17.13,-37.65
1991,4,2,15.463,,
1991,4,3,15.41,92.1,-23.81
1991,4,4,15.363,55.18,-11.66
1991,4,5,15.372,23.77,-10.27
1991,4,6,15.355,75.51,-26.24
1991,4,7,15.278,84.04,-21.81
1991,4,8,15.265,34.82,-10.98
1991,4,9,15.196,27.34,-5.39
1991,4,10,15.116,83.02,-6.58
1991,4,11,14.983,40.71,-3.65
1991,4,12,14.939,64.02,-11.33
1991,4,13,14.891,86.07,
1991,4,14,14.899,,-0.98
1991,4,15,14.85,34.86,-36.13
1991,4,16,14.787,,-39
1991,4,17,14.81,44.3,
1991,4,18,14.753,92.52,
1991,4,19,14.635,63.17,-26.33
1991,4,20,14.63,79.25,-23.8
1991,4,21,14.62,,
1991,4,22,14.606,61.57,-23.57
1991,4,23,14.583,71.66,-12.04
1991,4,24,14.519,59.99,-19.59
1991,4,25,14.478,68.94,-22.01
1991,4,26,14.418,26.26,-39.5
1991,4,27,14.34,73.37,
1991,4,28,14.249,82.35,-12.77
1991,4,29,14.273,3.13,-4.39
1991,4,30,14.229,,
1991,5,1,14.068,0.13,-28.3
1991,5,2,14.01,68.67,0.38
1991,5,3,13.944,46.07,-1.48
1991,5,4,13.945,,-2.4
1991,5,5,13.862,6.81,-16.67
1991,5,6,13.815,72.48,-0.29
1991,5,7,13.801,58.49,-6.54
1991,5,8,13.756,20.06,1.99
1991,5,9,13.702,20.58,-19.17
1991,5,10,13.677,,-4.91
1991,5,11,13.612,,-29.18
1991,5,12,13.667,3.24,
1991,5,13,13.62,34.35,-1.86
1991,5,14,13.56,80.18,-11.59
1991,5,15,13.474,3.47,
1991,5,16,13.495,,
1991,5,17,13.48,60.95,-13.91
1991,5,18,13.394,31.41,-15.01
1991,5,19,13.35,41.12,-32.08
1991,5,20,13.314,39.85,-5.89
1991,5,21,13.266,82.75,-2.98
1991,5,22,13.192,,-20.64
1991,5,23,13.196,,-20.45
1991,5,24,13.144,41.1,
1991,5,25,13.122,56.4,-9.56
1991,5,26,13.104,,-26.47
1991,5,27,13.073,,-19.35
1991,5,28,13.038,53.99,-9.25
1991,5,29,13.051,44.7,-16.3
1991,5,30,12.97,,
1991,5,31,12.965,90.6,-8.75
1991,6,1,12.781,,1.64
1991,6,2,12.756,72.08,3.87
1991,6,3,12.755,91.43,-2.37
1991,6,4,12.707,15.99,
1991,6,5,12.667,19.14,
1991,6,6,12.623,84.39,
1991,6,7,12.556,2,4.06
1991,6,8,12.526,64.54,-8.04
1991,6,9,12.425,45.56,
1991,6,10,12.346,42.68,3.85
1991,6,11,12.251,,
1991,6,12,12.271,2.35,-37.52
1991,6,13,12.263,67.91,-23.11
1991,6,14,12.197,,
1991,6,15,12.116,,
1991,6,16,12.063,33.84,
1991,6,17,12.026,13.63,-19.57
1991,6,18,11.959,,
1991,6,19,11.946,21.11,-22.59
1991,6,20,11.931,58.78,-0.5
1991,6,21,11.877,9.64,-9.2
1991,6,22,11.904,,-7.44
1991,6,23,11.821,49.79,-20.72
1991,6,24,11.674,,-23.7
1991,6,25,11.629,77.3,-31.59
1991,6,26,11.646,,
1991,6,27,11.495,81.57,4.84
1991,6,28,11.433,49.56,-38.82
1991,6,29,11.319,,0.21
1991,6,30,11.278,85.27,
1991,7,1,10.992,38.66,-15.31
1991,7,2,10.885,,-26.04
1991,7,3,10.79,55.09,-34.75
1991,7,4,10.72,2.05,-21.87
1991,7,5,10.58,45.21,-11.88
1991,7,6,10.306,93.85,-15.79
1991,7,7,10.212,74.73,-19.42
1991,7,8,10.242,43.3,-23.12
1991,7,9,10.173,86.9,-9.89
1991,7,10,10.023,,-39.58
1991,7,11,10.07,,-12.2
1991,7,12,9.852,,
1991,7,13,9.758,29.45,-6.94
1991,7,14,9.594,9.72,-31.77
1991,7,15,9.491,63.42,4.54
1991,7,16,9.458,91.18,-16.54
1991,7,17,9.307,36.28,
1991,7,18,9.216,87.56,
1991,7,19,9.213,42.93,
1991,7,20,9.197,30.25,-19.42
1991,7,21,9.049,,-16.05
1991,7,22,9.006,92.24,-25.7
1991,7,23,8.944,63.16,-36.03
1991,7,24,8.891,22.82,-3.76
1991,7,25,8.829,56.51,-23.69
1991,7,26,8.603,75.45,-37.03
1991,7,27,8.513,64.59,-8.26
1991,7,28,8.405,,
1991,7,29,8.323,67.12,-13.42
1991,7,30,8.224,45.11,-2.54
1991,7,31,8.069,,-33.43
1991,8,1,7.969,5.17,-16.58
1991,8,2,7.98,92.46,
1991,8,3,7.859,25.7,
1991,8,4,7.744,46.05,0.05
1991,8,5,7.788,75.31,-29.08
1991,8,6,7.811,47.22,-32.69
1991,8,7,7.715,,-17.46
1991,8,8,7.722,4.53,-37.48
1991,8,9,7.731,,0.79
1991,8,10,7.642,13.64,
1991,8,11,7.629,56.56,-36.85
1991,8,12,7.586,,-12.64
1991,8,13,7.516,1.01,-2.84
1991,8,14,7.464,35.29,
1991,8,15,7.466,53.81,-32.41
1991,8,16,7.465,47.84,-13.3
1991,8,17,7.404,49.24,-28.19
1991,8,18,7.306,,-32.75
1991,8,19,7.349,17.29,-20.93
1991,8,20,7.33,38.2,-36.75
1991,8,21,7.23,77.88,-20.22
1991,8,22,7.218,72.81,-19.31
1991,8,23,7.185,,-18.13
1991,8,24,7.102,12.17,-12.04
1991,8,25,7.151,,0.13
1991,8,26,7.02,93.64,
1991,8,27,6.97,3.53,-27.67
1991,8,28,6.976,17.6,1.72
1991,8,29,6.889,68.86,
1991,8,30,6.873,25.56,
1991,8,31,6.786,70.03,-28.28
1991,9,1,6.766,,-32.31
1991,9,2,6.706,74.44,-36.98
1991,9,3,6.797,30.09,-25.32
1991,9,4,6.796,3.64,-28.12
1991,9,5,6.728,,
1991,9,6,6.617,35.51,1.98
1991,9,7,6.516,38.48,-34.61
1991,9,8,6.465,68.53,-33.17
1991,9,9,6.464,,
1991,9,10,6.445,,
1991,9,11,6.434,,-36.11
1991,9,12,6.369,,-24.14
1991,9,13,6.35,23.92,-39.86
1991,9,14,6.28,66.77,
1991,9,15,6.284,8.54,3.53
1991,9,16,6.259,,
1991,9,17,6.367,96.74,
1991,9,18,6.319,25.64,-19.32
1991,9,19,6.384,78.81,3.77
1991,9,20,6.386,,-5.06
1991,9,21,6.325,88.77,-3.4
1991,9,22,6.297,99.9,-33.68
1991,9,23,6.33,37.3,-20.61
1991,9,24,6.411,78.67,-22.65
1991,9,25,6.416,66.35,-9.82
1991,9,26,6.431,,-32.87
1991,9,27,6.432,76.61,4.19
1991,9,28,6.511,86.83,-33.73
1991,9,29,6.602,53,-4.6
1991,9,30,6.7,27.89,-19.25
1991,10,1,6.85,70.98,-2.83
1991,10,2,6.988,84.53,-25.29
1991,10,3,7.027,54.98,
1991,10,4,7.16,16.54,-33.93
1991,10,5,7.25,29.59,-33.54
1991,10,6,7.35,6.45,-32.09
1991,10,7,7.499,44.03,-5.53
1991,10,8,7.579,50.27,-23.41
1991,10,9,7.713,43.02,-10.34
1991,10,10,7.811,20.69,-36.66
1991,10,11,8.002,,-29.82
1991,10,12,8.243,3.67,-33.35
1991,10,13,8.448,49.35,
1991,10,14,8.609,37.28,-13.38
1991,10,15,8.798,3.54,-10.89
1991,10,16,8.924,,-21.61
1991,10,17,8.999,40.07,-33.95
1991,10,18,9.184,,-22.64
1991,10,19,9.174,6.05,-26.95
1991,10,20,9.194,60.03,-2.75
1991,10,21,9.252,23.31,
1991,10,22,9.257,90,-8.91
1991,10,23,9.309,,-25.17
1991,10,24,9.348,47.56,-28.42
1991,10,25,9.318,98.97,-34.74
1991,10,26,9.404,57.47,-13.9
1991,10,27,9.511,54.94,-0.07
1991,10,28,9.576,72.81,-9.72
1991,10,29,9.671,13.68,
1991,10,30,9.64,64.66,-6.76
1991,10,31,9.696,32.54,
1991,11,1,9.854,,
1991,11,2,9.984,54.15,1.94
1991,11,3,10.048,22.35,-21.63
1991,11,4,10.052,24.33,-29.08
1991,11,5,10.161,6.83,-22.24
1991,11,6,10.236,,0.12
1991,11,7,10.294,0.5,-1.9
1991,11,8,10.412,,-38.16
1991,11,9,10.53,33.79,-3.68
1991,11,10,10.619,9.06,
1991,11,11,10.653,,-33.88
1991,11,12,10.718,13.9,-20.5
1991,11,13,10.773,93.81,
1991,11,14,10.769,75.88,-33.99
1991,11,15,10.779,36.14,0.49
1991,11,16,10.948,80,-13.66
1991,11,17,10.946,85.65,
1991,11,18,10.985,86.53,
1991,11,19,11.077,35.27,-7.43
1991,11,20,11.133,,-33.45
1991,11,21,11.202,75.93,-9.8
1991,11,22,11.287,67.72,-16.77
1991,11,23,11.396,,-37.35
1991,11,24,11.512,,
1991,11,25,11.615,54.99,-39.55
1991,11,26,11.681,1,-22.82
1991,11,27,11.667,52.83,-21.32
1991,11,28,11.718,62.02,-12.02
1991,11,29,11.725,,-14.27
1991,11,30,11.764,75.83,-29.48
1991,12,1,12.026,59.49,
1991,12,2,12.078,20,-7.63
1991,12,3,12.104,18.11,-26.68
1991,12,4,12.217,35.2,-30.42
1991,12,5,12.3,44.43,-26.24
1991,12,6,12.331,,
1991,12,7,12.377,32.95,
1991,12,8,12.49,51.59,4.51
1991,12,9,12.517,,-24.93
1991,12,10,12.526,43.59,
1991,12,11,12.58,86.11,-18.72
1991,12,12,12.606,65.49,
1991,12,13,12.808,87.69,-30.42
1991,12,14,12.836,34.79,-32.23
1991,12,15,12.907,61.81,-36.15
1991,12,16,12.969,39.42,-27.67
1991,12,17,12.994,70.32,-5.5
1991,12,18,13.13,,-34.68
1991,12,19,13.083,,
1991,12,20,13.098,37.24,-1.65
1991,12,21,13.14,75.08,-9.13
1991,12,22,13.215,71.54,-32.48
1991,12,23,13.367,42.89,
1991,12,24,13.346,26.72,-0.98
1991,12,25,13.465,43.85,-17.77
1991,12,26,13.597,22.95,0.48
1991,12,27,13.658,45.25,-4.2
1991,12,28,13.8,7.02,-20.23
1991,12,29,13.954,4.97,-23.98
1991,12,30,13.885,21.58,-11.18
1991,12,31,13.894,12.56,-32.66
1992,1,1,14.069,19.66,
1992,1,2,14.092,,1.28
1992,1,3,14.141,34.27,
1992,1,4,14.072,87.17,-29.58
1992,1,5,14.185,7.89,-19.26
1992,1,6,14.254,7.46,-19.24
1992,1,7,14.282,74,
1992,1,8,14.406,61.48,-0.6
1992,1,9,14.419,49.17,4.68
1992,1,10,14.481,13.26,-17.98
1992,1,11,14.509,,-9.44
1992,1,12,14.51,,-30.62
1992,1,13,14.543,79.21,1.36
1992,1,14,14.631,12.86,
